,Company,modelId,link,Name,URL,resolution,model_year,size_class,pixel_pitch,contrast_ratio,diagnol,brightness
91,Acer,ED273,,"Acer ED273 - 27 Inch Curved Gaming Monitor (4ms Response Time, Frameless, FHD VA Panel, DVI, HDMI, VGA, Speakers)",pcpricetracker.in/gen/products/24fa5350d9913a829318ac01d729dd8f,3840 x 2160 pixelsUltra HD (UHD) / 4K / 2160p,2018,27 in (inches),0.275 mm (millimeters),,48.4646 in (inches),450 cd/m² (candela per square meter)
92,Acer,Nitro QG271,,"Acer Nitro QG271 - 27 Inch Gaming Monitor (AMD FreeSync, 1ms Response Time, Frameless, FHD VA Panel, HDMI, VGA)",pcpricetracker.in/gen/products/1adce6bb0146f11f496e9637f7b29b0d,,,,,,,
93,Acer,NITRO VG240YS,,ACER NITRO VG240YS 165HZ IPS GAMING MONITOR,pcpricetracker.in/gen/products/c44d0a32dd89bc8e685e1586d32b9606,,,,,,,
94,Acer,B247Y,,"Acer B247Y Dbmiprczx - 24 Inch Gaming Monitor (Adaptive-Sync, 4ms Response Time, 75Hz Refresh Rate, Frameless, FHD IPS Panel, HDMI, VGA, DisplayPort, Speakers)",pcpricetracker.in/gen/products/3eac73d195a6420f4a3a29b3b270e458,1920 x 1080 pixelsFull HD / 1080p,2018,23.8 in (inches),0.277 mm (millimeters),,24.0039 in (inches),200 cd/m² (candela per square meter)
95,Acer,Nitro XV270,,"Acer Nitro XV270 Pbmiiprx - 27 Inch Gaming Monitor (AMD FreeSync, 2ms Response Time, 144Hz Refresh Rate, Frameless, FHD IPS Panel, DisplayPort, Speakers)",pcpricetracker.in/gen/products/eb46f61ccac0ba4f75a36ba2c49f79cf,3840 x 2160 pixelsUltra HD (UHD) / 4K / 2160p,2017,27 in (inches),0.28 mm (millimeters),,48.4646 in (inches),500 cd/m² (candela per square meter)
96,Dell, D1918H ,,"Dell D1918H - 19 Inch Monitor (5ms Responce Time, HD TN Panel, HDMI, VGA)",pcpricetracker.in/gen/products/6186311e01774d414f2df39e6c39393c,,,,,,,
97,Dell, E1715S ,,Dell E1715S 17â€³ LED Backlit 5:4 LCD Monitor,pcpricetracker.in/gen/products/7ca0a1ea7798a006a1e6a5eb430813ff,,,,,,,
98,Dell, E2016HV ,,DELL E2016HV 20 INCH LCD GAMING MONITOR,pcpricetracker.in/gen/products/416abe450e581653590570f405b86ee8,,,,,,,
99,Dell, E2216HV ,,"Dell E2216HV - 22 Inch Monitor (5ms Response Time, FHD TN Panel, VGA)",pcpricetracker.in/gen/products/3108846290e30e41365ca040388ff0fe,,,,,,,
100,Dell, E2218HN ,,"Dell E2218HN - 22 Inch Monitor (5ms Response Time, FHD TN Panel, HDMI, VGA)",pcpricetracker.in/gen/products/09a68acacb285f73bed652f0b67cfdff,,,,,,,
101,Dell, E2219HN ,,"Dell E2219HN - 22 Inch Monitor (14ms Response Time, FHD IPS Panel, HDMI, VGA)",pcpricetracker.in/gen/products/3c9220c641f71d3527ad1bd47719e464,,,,,,,
102,Dell, P2419HC ,,Dell P2419HC 23.8â€³ 16:9 Ultrathin Bezel IPS Monitor,pcpricetracker.in/gen/products/eae16be8766441b39b672b7b84525f46,,,,,,,
103,Dell, SE2219HX ,,"Dell SE2219HX - 22 Inch Monitor (8ms Response Time, Frameless, FHD IPS Panel, HDMI, VGA)",pcpricetracker.in/gen/products/a3c004cb4a526c1df954935e04d0ed5e,,,,,,,
104,Dell, SE2419H ,,Dell SE2419H 24 inch FHD IPS Monitor For Work And Entertainment,pcpricetracker.in/gen/products/1075a9d66fe60b62ee6ba8da096026a9,,,,,,,
105,Dell, SE2719H ,,"Dell SE2719H - 27 Inch Monitor (5ms Response Time, Frameless, FHD IPS Panel, HDMI, VGA)",pcpricetracker.in/gen/products/ce408083716321816fc592198bbf1b6d,,,,,,,
106,Dell, U2415 ,,Dell U2415 Black 24.1 inch 6ms (GTG) Dual HDMI Widescreen LCD Monitor,pcpricetracker.in/gen/products/e5c94ce0744d6cf45778c7ba1cc52a9c,,,,,,,
107,Dell, U2419H ,,"DELL U2419H 24 INCH 99% SRGB MONITOR (5MS RESPONSE TIME, FRAMELESS, FHD IPS PANEL, HDMI, DISPLAYPORT)",pcpricetracker.in/gen/products/1217a0d60750cb6efe147437cdf513cf,,,,,,,
108,Dell, U2412M ,,Dell UltraSharp U2412M 24 Inch Screen LED Monitor,pcpricetracker.in/gen/products/c1845315c751000b9d7fd6f75e9f4756,,,,,,,
109,Benq, BL2420PT,,"BenQ BL2420PT - 24 Inch 100% sRGB Designer Monitor (5ms Response Time, 2K QHD IPS Panel, D-sub, DVI, HDMI, DisplayPort, Speakers)",pcpricetracker.in/gen/products/662000c6f65f1a237fda3e4aef7d707b,3840 x 2160 pixelsUltra HD (UHD) / 4K / 2160p,2018,23.8 in (inches),0.275 mm (millimeters),,74.5276 in (inches),450 cd/m² (candela per square meter)
110,Benq, EL2870U,,"BenQ EL2870U - 28 Inch Gaming Monitor (AMD FreeSync, HDR, 1ms Response Time, 4K UHD TN Panel, HDMI, DisplayPort, Speakers)",pcpricetracker.in/gen/products/57cf5194bbaefa09cca42c7824a4f084,1920 x 1080 pixelsFull HD / 1080p,2018,28 in (inches),0.364 mm (millimeters),,31.5354 in (inches),
111,Benq, EW2480,,"BenQ EW2480 - 24 Inch Gaming Monitor (AMD FreeSync, HDRi, 5ms Response Time, FHD IPS Panel, Frameless, HDMI, Speakers)",pcpricetracker.in/gen/products/30ac9f4e1f954d05b8fba233e710aa64,3840 x 2160 pixelsUltra HD (UHD) / 4K / 2160p,2018,23.8 in (inches),0.285 mm (millimeters),,49.4882 in (inches),400 cd/m² (candela per square meter)
112,Benq, EW2780,,"BenQ EW2780 - 27 Inch Video Enjoyment Monitor (HDRi, 5ms Response Time, Frameless, FHD IPS Panel, HDMI, Speakers)",pcpricetracker.in/gen/products/a91eca905fa6c73c1d7b5f8a42aeef6f,3840 x 2160 pixelsUltra HD (UHD) / 4K / 2160p,2018,27 in (inches),0.315 mm (millimeters),,54.6457 in (inches),450 cd/m² (candela per square meter)
113,Benq, EW2780Q,,"BenQ EW2780Q - 27 Inch Video Enjoyment Monitor (HDRi, 5ms Response Time, Frameless, 2K QHD IPS Panel, HDMI, Speakers)",pcpricetracker.in/gen/products/4756d58fabdada08ac62fefaf6e7a408,1920 x 1080 pixelsFull HD / 1080p,2018,27 in (inches),0.311 mm (millimeters),,27 in (inches),200 cd/m² (candela per square meter)
114,Benq, EW3270U,,"BenQ EW3270U - 32 Inch Video Enjoyment Monitor (AMD FreeSync, HDR, 4ms Response Time, Frameless, 4K UHD VA Panel, HDMI, DisplayPort, Speakers)",pcpricetracker.in/gen/products/1cfe7d851ca512234e9a4872b3c38450,1366 x 768 pixels,2018,31.5 in (inches),0.275 mm (millimeters),,31.5354 in (inches),
115,Benq, EW3280U,,"BenQ EW3280U - 32 Inch Gaming Monitor (AMD FreeSync, 5ms Responce Time, HDRi, Frameless, 4K IPS Panel, HDMI, DisplayPort, Speakers)",pcpricetracker.in/gen/products/651904a53f8e4681f00fe557dc6927db,1366 x 768 pixels,2018,32 in (inches),0.275 mm (millimeters),,31.5354 in (inches),
116,Benq, EX2510,,"BenQ MOBIUZ EX2510 - 25 Inch Gaming Monitor (AMD FreeSync, 144Hz Refresh Rate,1ms Response Time, Frameless, FHD IPS Panel, Flicker Free, HDMI, DisplayPort, Speakers)",pcpricetracker.in/gen/products/806141e44c94e87189c1f5efa1d8c759,1366 x 768 pixels,2018,24.5 in (inches),0.265 mm (millimeters),,31.5354 in (inches),
117,Benq, EX2780Q,,"BenQ EX2780Q - 27 Inch Gaming Monitor (AMD FreeSync, HDRi, 5ms Response Time, 144Hz Refresh Rate, Frameless, 2K QHD IPS Panel, HDMI, DisplayPort, USB Type-C, Speakers)",pcpricetracker.in/gen/products/628af0daa419b97ffb7eed02fc7bfdeb,3840 x 2160 pixelsUltra HD (UHD) / 4K / 2160p,2018,27 in (inches),0.272 mm (millimeters),,49.4882 in (inches),
118,Benq, GW2283,,BENQ GW2283 22 Inch FHD Frameless Monitor GW2283,pcpricetracker.in/gen/products/675a4e83fa1259eb09974742d155646f,3840 x 2160 pixelsUltra HD (UHD) / 4K / 2160p,2018,21.5 in (inches),0.245 mm (millimeters),,42.5197 in (inches),
119,Benq, GW2480,,"BenQ GW2480 - 24 Inch Stylish Monitor (5ms Response Time, FHD IPS Panel, D-sub, HDMI, DisplayPort, Speakers)",pcpricetracker.in/gen/products/803278760a542cb935ba72c7aa91af5d,1920 x 1080 pixelsFull HD / 1080p,2018,23.8 in (inches),0.248 mm (millimeters),,21.5 in (inches),200 cd/m² (candela per square meter)
120,Benq, GW2480T,,"BenQ GW2480T - 24 Inch Stylish Monitor (5ms Response Time, FHD IPS Panel, D-sub, HDMI, DisplayPort, Speakers)",pcpricetracker.in/gen/products/28c7edd4395e208ca230780dcad2f45d,1920 x 1080 pixelsFull HD / 1080p,2018,23.8 in (inches),0.248 mm (millimeters),,21.5 in (inches),200 cd/m² (candela per square meter)
121,Benq, GW2780,,"BenQ GW2780 - 27 Inch Stylish Monitor (5ms Response Time, Frameless, FHD IPS Panel, D-sub, HDMI, DisplayPort, Speakers)",pcpricetracker.in/gen/products/ba143053d286420bc52e5c304f6ca54b,3840 x 2160 pixelsUltra HD (UHD) / 4K / 2160p,2018,27 in (inches),0.265 mm (millimeters),,49.4882 in (inches),
122,Benq, GW2780T,,"BenQ GW2780T - 27 Inch Eye-Care Monitor (5ms Response Time, Frameless, FHD IPS Panel, D-sub, HDMI, DisplayPort, Speakers)",pcpricetracker.in/gen/products/4fc93705a5336e8609c0e1b74e1e70e4,3840 x 2160 pixelsUltra HD (UHD) / 4K / 2160p,2018,27 in (inches),0.265 mm (millimeters),,49.4882 in (inches),
123,Benq, PD2500Q,,"BenQ PD2500Q - 25 Inch 100% sRGB Designer Monitor (4ms Response Time, 2K QHD IPS Panel, Flicker-Free, HDMI, DisplayPort, Speakers)",pcpricetracker.in/gen/products/954da43b8a184c3b26426515f48c2b8a,1920 x 1080 pixelsFull HD / 1080p,2018,25 in (inches),0.248 mm (millimeters),,21.5 in (inches),350 cd/m² (candela per square meter)
124,Benq, PD2700Q,,"BenQ PD2700Q - 27 Inch 100% sRGB Designer Monitor (4ms Response Time, 2K QHD IPS Panel, HDMI, DisplayPort, Mini DisplayPort, Spekers)",pcpricetracker.in/gen/products/3213a5761a8f22fc80ca1200b9895324,1920 x 1080 pixelsFull HD / 1080p,2018,27 in (inches),0.233 mm (millimeters),,23.7795 in (inches),350 cd/m² (candela per square meter)
125,Benq, PD2700U,,"BenQ PD2700U - 27 Inch 100% sRGB Designer Monitor (5ms Response Time, Frameless, 4K UHD IPS Panel, HDMI, DisplayPort, Mini DisplayPort, Speakers)",pcpricetracker.in/gen/products/1d55d8f6cd8b9b8e8fe541f050ad7b8b,3840 x 2160 pixelsUltra HD (UHD) / 4K / 2160p,2018,27 in (inches),0.315 mm (millimeters),,54.6457 in (inches),300 cd/m² (candela per square meter)
126,Benq, PD3200Q,,"BenQ PD3200Q - 32 Inch 100% sRGB Designer Monitor (4ms Responce Time, 2K QHD VA Panel, DVI, HDMI, DisplayPort, Mini DisplayPort, Speakers)",pcpricetracker.in/gen/products/22694eb05b3d6efccccb614f823ba53f,3840 x 2160 pixelsUltra HD (UHD) / 4K / 2160p,2018,31.9 in (inches),0.265 mm (millimeters),,54.6457 in (inches),450 cd/m² (candela per square meter)
127,Benq, PD3200U,,Benq 32 inch DesignVue Designer Monitor with 4K UHD-sRGB PD3200U,pcpricetracker.in/gen/products/42a689b4daf87cf70eabb61d891a1bbc,3840 x 2160 pixelsUltra HD (UHD) / 4K / 2160p,2018,31.9 in (inches),0.275 mm (millimeters),,64.5276 in (inches),450 cd/m² (candela per square meter)
128,Benq, PD3220U,,BenQ PD3220U DesignVue Designer 31.5â€³ 16:9 HDR 4K IPS Monitor,pcpricetracker.in/gen/products/5b5e5dd6f33a21c8683944118b2b7dc3,3840 x 2160 pixelsUltra HD (UHD) / 4K / 2160p,2018,31.5 in (inches),0.275 mm (millimeters),,40 in (inches),
129,Benq, PV270,,"BenQ PV270 - 27 Inch 100% sRGB Video Post-Production Monitor (5ms Response Time, 2K QHD IPS Panel, DVI, HDMI, DisplayPort, Mini DisplayPort)",pcpricetracker.in/gen/products/cf4a54e7d11d6a2f7b5477e1d3170a13,3840 x 2160 pixelsUltra HD (UHD) / 4K / 2160p,2018,27 in (inches),0.245 mm (millimeters),,42.5197 in (inches),
130,Benq, SW240,,"BenQ SW240 - 24 Inch 100% sRGB Photographer Monitor (5ms Responce Time, Frameless, WUXGA IPS Panel, DVI, HDMI, DisplayPort)",pcpricetracker.in/gen/products/1f71deadd3132bcbf326197c0ce791b5,1920 x 1080 pixelsFull HD / 1080p,2018,24.1 in (inches),0.248 mm (millimeters),,21.5 in (inches),400 cd/m² (candela per square meter)
131,Benq, SW2700PT,,"BenQ SW2700PT - 27 Inch 100% sRGB Photographer Monitor (5ms Response Time, 2K QHD IPS Panel, DVI, HDMI, DisplayPort)",pcpricetracker.in/gen/products/99b9af0f5b0c0a3cd58e20ab0615d39c,1366 x 768 pixels,2018,27 in (inches),0.275 mm (millimeters),,31.5354 in (inches),
132,Benq, SW270C,,"BenQ SW270C - 27 Inch 100% sRGB Photo Editing Monitor (5ms Responce Time, 2K QHD IPS Panel, HDMI, DisplayPort, USB Type-C)",pcpricetracker.in/gen/products/4f4160c8e635a418d24fad705a7b8a52,2560 x 1440 pixelsQuad HD (QHD) / 1440p,2018,27 in (inches),0.233 mm (millimeters),,27 in (inches),450 cd/m² (candela per square meter)
133,Benq, XL2411K,,"BenQ Zowie XL2411K - 24 Inch Gaming Monitor (144Hz Refresh Rate, FHD TN Panel, HDMI, DisplayPort)",pcpricetracker.in/gen/products/055e98575708b88b1dfd613473fdf5f3,1920 x 1080 pixelsFull HD / 1080p,2018,24 in (inches),0.277 mm (millimeters),,24.0039 in (inches),200 cd/m² (candela per square meter)
134,Benq, XL2411P,,"BenQ Zowie XL2411P - 24 Inch e-Sports Gaming Monitor (1ms Response Time, 144Hz Refresh Rate, FHD TN Panel, DVI, HDMI, DisplayPort)",pcpricetracker.in/gen/products/8b0fdea27744a0edd552454aefb2b942,3840 x 1200 pixels,2018,24 in (inches),0.275 mm (millimeters),,43.4043 in (inches),400 cd/m² (candela per square meter)
135,Benq, XL2546,,"BenQ Zowie XL2546 - 25 Inch e-Sports Gaming Monitor (1ms Response Time, 240Hz Refresh Rate, FHD TN Panel, DVI, HDMI, DisplayPort)",pcpricetracker.in/gen/products/7f1d4127444297f420dee83ca694700b,1920 x 1080 pixelsFull HD / 1080p,2018,24.5 in (inches),0.218 mm (millimeters),,23.7795 in (inches),400 cd/m² (candela per square meter)
136,Benq, XL2546K,,"BenQ Zowie XL2546K - 25 Inch Gaming Monitor (0.5ms Response Time, 240Hz Refresh Rate, FHD TN Panel, HDMI, DisplayPort)",pcpricetracker.in/gen/products/c84975c821c9971e0848026930c32edb,1920 x 1080 pixelsFull HD / 1080p,2018,24.5 in (inches),0.218 mm (millimeters),,23.7795 in (inches),400 cd/m² (candela per square meter)
137,Benq, XL2720,,"BenQ Zowie XL2720 - 27 Inch e-Sports Gaming Monitor (1ms Response Time, 144Hz Refresh Rate, FHD TN Panel, D-sub, DVI, HDMI, DisplayPort)",pcpricetracker.in/gen/products/c36e0014f38f2710a3a5dd330c0a1a7e,3840 x 2160 pixelsUltra HD (UHD) / 4K / 2160p,2018,27 in (inches),0.265 mm (millimeters),,54.6457 in (inches),450 cd/m² (candela per square meter)
138,Benq, XL2731,,"BenQ Zowie XL2731 - 27 Inch e-Sports Gaming Monitor (1ms Response Time, 144Hz Refresh Rate, FHD TN Panel, DVI, HDMI, DisplayPort)",pcpricetracker.in/gen/products/af40f432618e56a281eaa540483beb76,3840 x 2160 pixelsUltra HD (UHD) / 4K / 2160p,2018,27 in (inches),0.265 mm (millimeters),,49.4882 in (inches),
139,Benq, XL2746S,,"BenQ ZOWIE XL2746S - 27 Inch e-Sports Gaming Monitor (AMD FreeSync, 0.5ms Response Time, 240Hz Refresh Rate, FHD TN Panel, DVI-DL, HDMI, DisplayPort, Speaker)",pcpricetracker.in/gen/products/675e81f51c6832d45cf0a5ab6adab05f,3840 x 2160 pixelsUltra HD (UHD) / 4K / 2160p,2018,27 in (inches),0.245 mm (millimeters),,42.5197 in (inches),
140,Benq, GL2780,,"BenQ GL2780 - 27 Inch Eye-Care Monitor (1ms Response Time, FHD TN Panel, Flicker-free, VGA, HDMI, DisplayPort, DVI-D, Speakers)",pcpricetracker.in/gen/products/d36676c83714d47ca5082400e9883658,3840 x 2160 pixelsUltra HD (UHD) / 4K / 2160p,2018,27 in (inches),0.245 mm (millimeters),,42.5197 in (inches),450 cd/m² (candela per square meter)
141,Asus, PA278QV ,,"Asus ProArt Display PA278QV - 27 Inch 100% sRGB Professional Monitor (5ms Response Time, Frameless, Flicker Free, WQHD IPS Panel, HDMI, DisplayPort, Speakers)",pcpricetracker.in/gen/products/fc7be83c4d297ce311d9f31a02bc51dc,,,,,,,
142,Asus, PA27AC ,,ASUS ProArt PA27AC 27-Inch Screen LED-Lit Monitor,pcpricetracker.in/gen/products/8be497a73c75100b61f1e2f22c7ab0d1,,,,,,,
143,Asus, PB287Q ,,"ASUS PB287Q - 28 Inch Gaming Monitor (1ms Response Time, 4K UHD TN Panel, HDMI, DisplayPort, Speakers)",pcpricetracker.in/gen/products/4886b74d60af7e2de0f19513f60a9092,,,,,,,
144,Asus, VA24EHE ,,"ASUS VA24EHE 24 Inch Gaming Monitor (Adaptive-Sync, 5ms Response Time, Frameless, FHD, IPS Panel, DVI, HaDMI, D-Sub)",pcpricetracker.in/gen/products/a2b341e3295cadbd12a5625e65b382d1,,,,,,,
145,Asus, VG248QE ,,"ASUS VG248QE - 24 Inch 3D Gaming Monitor (1ms Response Time, 144Hz Refresh Rate, FHD TN Panel, HDMI, DisplayPort, DVI-D, Speakers)",pcpricetracker.in/gen/products/b25c1a35e11c2aa888d2bf02401a0141,,,,,,,
146,Asus, VG258QR ,,"ASUS VG258QR - 25 Inch Gaming Monitor (Nvidia G-Sync, 0.5ms Response Time, 165Hz Refresh Rate, Frameless, FHD TN Panel, DVI-D, HDMI, DisplayPort, Speakers)",pcpricetracker.in/gen/products/e039821bd918afc35802dba117157617,,,,,,,
147,Asus, VG259Q ,,"ASUS TUF GAMING VG259Q - 25 Inch Gaming Monitor (Adaptive-Sync, 1ms Response Time, 144Hz Refresh Rate, Frameless, FHD, IPS Panel, HDMI, DisplayPort, Speakers)",pcpricetracker.in/gen/products/e470cacfc6db2b6facf042ea33967432,,,,,,,
148,Asus, VG278QR ,,"ASUS VG278QR - 27 Inch Gaming Monitor (Nvidia G-Sync, 0.5ms Response Time, 165Hz Refresh Rate, Frameless, FHD TN Panel, DVI-D, HDMI, DisplayPort, Speakers)",pcpricetracker.in/gen/products/7ff41a75edb95cbb21d5be27c8091f2d,,,,,,,
149,Asus, VG279QM ,,"ASUS TUF GAMING VG279QM 27 Inch Gaming Monitor (Nvidia G-Sync, HDR, 1ms Response Time, 280Hz Refresh Rate, Frameless, FHD, IPS Panel, HDMI, DisplayPort, Speakers)",pcpricetracker.in/gen/products/2344edfd269b67ec11bb28ad2cd497ac,,,,,,,
150,Asus, VG27AQL1A ,,ASUS VG27AQL1A 27 inch WQHD TUF Gaming  Gaming Monitor,pcpricetracker.in/gen/products/4c139d9887686d40d1001aaaad9e8d6c,,,,,,,
151,Asus, VP228H ,,"ASUS VP228H - 22 Inch Gaming Monitor (1ms Response Time, FHD TN Panel, DVI-D, HDMI, D-sub, Speakers)",pcpricetracker.in/gen/products/2d7c6afbe79a998dcc88ceab37273e33,,,,,,,
152,Asus, VZ229H ,,"ASUS VZ229H - 22 Inch Monitor (5ms Response Time, Frameless, FHD IPS Panel, HDMI, D-sub, Speakers)",pcpricetracker.in/gen/products/f088fc3e06d8fb3ed9d2d38d61f7e60b,,,,,,,
153,Asus, VZ249H ,,"ASUS VZ249H - 24 Inch Monitor (5ms Response Time, Frameless, FHD IPS Panel, HDMI, D-Sub, Speakers)",pcpricetracker.in/gen/products/44303cf18f3af2d3d3c532fef0b80658,,,,,,,
154,Asus, VZ279HE ,,"ASUS VZ279HE - 27 Inch Monitor (5ms Response Time, Frameless, FHD IPS Panel, HDMI, D-sub)",pcpricetracker.in/gen/products/73af9fa3d9f89f2999eada3a3d903e75,,,,,,,
155,Asus, XG248Q ,,"ASUS ROG Strix XG248Q - 24 Inch Gaming Monitor (Nvidia G-Sync, 1ms Response Time, 240Hz Refresh Rate, FHD TN Panel, HDMI, DisplayPort)",pcpricetracker.in/gen/products/daf45d354909724f9465f63ab2d32f48,,,,,,,
156,Asus, XG32VQ ,,"ASUS ROG Strix XG32VQ - 32 Inch 125% sRGB Curved Gaming Monitor (1800R Curved, Adaptive Sync, 4ms Response Time, 144Hz Refresh Rate, Frameless, 2K WQHD VA Panel, HDMI, DisplayPort)",pcpricetracker.in/gen/products/edb2012c5c61037804d8df26d793ed2f,,,,,,,
157,Asus, VG27AQ ,,"ASUS TUF Gaming VG27AQ - 27 Inch Gaming Monitor (Adaptive-Sync, HDR, 1ms Response Time, 165Hz Refresh Rate, WQHD, IPS Panel, HDMI, DisplayPort, Speakers)",pcpricetracker.in/gen/products/5b464e47035679dcbf59e244e8cfce0d,,,,,,,
158,Viewsonic, VP2468,,Viewsonic 24 inch VP2468 IPS Professional Monitor,pcpricetracker.in/gen/products/18e3b5a24ad91b8c30ab9fd3541ae68f,3840 x 2160 pixelsUltra HD (UHD) / 4K / 2160p,2018,23.8 in (inches),0.245 mm (millimeters),,42.5197 in (inches),
159,Viewsonic, XG2405,,"ViewSonic XG2405 - 24 Inch Gaming Monitor (AMD FreesSync, 1ms Response Time, 144Hz Refresh Rate, Frameless, FHD IPS Panel, HDMI, DisplayPort, Speakers)",pcpricetracker.in/gen/products/a72194cda284f3baa02f1a9ae8fc2d6f,3840 x 2160 pixelsUltra HD (UHD) / 4K / 2160p,2018,23.8 in (inches),0.347 mm (millimeters),,59.4882 in (inches),
160,Viewsonic, VX2476,,ViewSonic VX2476-smhd 24 inch frameless IPS Monitor,pcpricetracker.in/gen/products/6c302b30356a5981f5c6d7a948b529bc,3840 x 2160 pixelsUltra HD (UHD) / 4K / 2160p,2018,23.8 in (inches),0.275 mm (millimeters),,49.4882 in (inches),
161,Viewsonic, VA2418,,ViewSonic VA2418-SH 24â€1080p IPS Monitor,pcpricetracker.in/gen/products/c95f523bdba0d3899d4b0a1cbbaffb16,1920 x 1080 pixelsFull HD / 1080p,2018,23.8 in (inches),0.275 mm (millimeters),,40 in (inches),
162,Viewsonic, VA2718,,ViewSonic VA2718-SH 27â€ 1080p IPS Monitor,pcpricetracker.in/gen/products/f4cf2a8de53185baf9ad7436363810b1,1366 x 768 pixels,2018,27 in (inches),0.272 mm (millimeters),,31.5354 in (inches),
163,Viewsonic, VX2457,,Viewsonic 24 inch VX2457-MHD Gaming TN Monitor,pcpricetracker.in/gen/products/36eff15c22469f7e0ebc5f5331fbb624,1920 x 1080 pixelsFull HD / 1080p,2018,23.6 in (inches),0.293 mm (millimeters),,23.7795 in (inches),200 cd/m² (candela per square meter)
164,Viewsonic, VX2776,,Viewsonic 27 inch VX2776-SMHD IPS Monitor,pcpricetracker.in/gen/products/f5890b8c376b68cd092dd004c23afd40,3840 x 2160 pixelsUltra HD (UHD) / 4K / 2160p,2018,27 in (inches),0.272 mm (millimeters),,54.6457 in (inches),
165,Viewsonic, VX3276,,Viewsonic 32 inch VX3276-2K-MHD IPS Monitor,pcpricetracker.in/gen/products/59aa38bbe6217d657b8be4e152c033d2,1680 x 1050 pixels,2015,31.5 in (inches),0.282 mm (millimeters),,22 in (inches),200 cd/m² (candela per square meter)
166,Viewsonic, TD2421,,Viewsonic 23.6 inch TD2421 Touch Monitor,pcpricetracker.in/gen/products/fefe2a7d7fd9bd8399dbc3238aa6a6af,,,,,,,
167,Viewsonic, VA2256,,"ViewSonic VA2256-H - 22 Inch Gaming Monitor (AMD FreesSync, 5ms Response Time, Frameless, Flicker-Free, FHD IPS Panel, VGA, HDMI)",pcpricetracker.in/gen/products/f55010f319cd5b5f54e29186e57c15ab,3840 x 2160 pixelsUltra HD (UHD) / 4K / 2160p,2017,21.5 in (inches),0.315 mm (millimeters),,54.6457 in (inches),300 cd/m² (candela per square meter)
168,Gigabyte, AD27QD ,,AORUS AD27QD 27 Inch 2K 144Hz FreeSync IPS Monitor,pcpricetracker.in/gen/products/818ec207e81f18795b5fecb53b2bfcd9,,,,,,,
169,Gigabyte, CV27F ,,"Gigabyte Aorus CV27F - 27 Inch Curved RGB Gaming Monitor (1500R Curved, AMD FreeSync, 1ms Response Time, 165Hz Refresh Rate, Frameless, FHD VA Panel, HDMI, DisplayPort)",pcpricetracker.in/gen/products/1669e73a4e95d4fa76c7fec5be2d4a25,,,,,,,
170,Gigabyte, FI27Q ,,"GIGABYTE AORUS FI27Q - 27 Inch RGB Tactical Gaming Monitor (Adaptive-Sync, HDR, 1ms Response Time, 165Hz Refresh Rate, Frameless, FHD IPS Panel, HDMI, DisplayPorts)",pcpricetracker.in/gen/products/d039f9700efb1d0597c172c068c37600,,,,,,,
171,Gigabyte, G32QC ,,"GIGABYTE G32QC - 32 Inch Curved Gaming Monitor (AMD FreeSync, 1ms Response Time, 165Hz Refresh Rate, Frameless, Frameless, 2K QHD VA Panel, HDMI, Displayport)",pcpricetracker.in/gen/products/40f064cbdd2ecca6ede9feb2f801f9ab,1920 x 1080 pixelsFull HD / 1080p,2015,31.5 in (inches),0.218 mm (millimeters),,23.5827 in (inches),450 cd/m² (candela per square meter)
172,Gigabyte, G27F ,,GIGABYTE G27F 27 INCH GAMING MONITOR,pcpricetracker.in/gen/products/1173432734c8c63d4ed5b678fbc6db35,1920 x 1080 pixelsFull HD / 1080p,2018,27 in (inches),0.364 mm (millimeters),,31.5354 in (inches),
173,Gigabyte, G27FC ,,GIGABYTE G27FC 27 INCH GAMING MONITOR,pcpricetracker.in/gen/products/c7c7e10f8e3d6a3054cdffba9e71eeea,1366 x 768 pixels,2018,27 in (inches),0.272 mm (millimeters),,31.5354 in (inches),
174,Gigabyte, M27F ,,GIGABYTE M27F 27 INCH GAMING MONITOR,pcpricetracker.in/gen/products/36e2e2efadef0356ad73fc127cb5154e,1366 x 768 pixels,2018,27 in (inches),0.272 mm (millimeters),,31.5354 in (inches),
175,Gigabyte, G27Q ,,GIGABYTE G27Q 27 INCH GAMING MONITOR,pcpricetracker.in/gen/products/167f0c02cc557a5e1341800168b33789,,,,,,,
176,Gigabyte, M27Q ,,GIGABYTE M27Q 27 INCH GAMING MONITOR,pcpricetracker.in/gen/products/a28768e7361ffbf77ec12e583871a3f1,1366 x 768 pixels,2018,27 in (inches),0.275 mm (millimeters),,31.5354 in (inches),310 cd/m² (candela per square meter)
177,MSI, G241 ,,"MSI Optix G241 - 24 Inch Gaming Monitor (AMD FreeSync, 1ms Response Time, 144Hz Refresh Rate, Frameless, FHD IPS Panel, HDMI, DisplayPort)",pcpricetracker.in/gen/products/5e165cca2ae1e511031408fd1def0639,,,,,,,
178,MSI, G271 ,,"MSI Optix G271 - 27 Inch Gaming Monitor (AMD FreeSync, 1ms Response Time, 144Hz Refresh Rate, Frameless, FHD IPS Panel, HDMI, DisplayPort)",pcpricetracker.in/gen/products/d902f9324c8820487b0c7c9f7f0b5864,,,,,,,
